fixed acidity,volatile acidity,citric acid,residual sugar,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality
0.02499999999999992,-0.08000000000000007,0.4242424242424243,0.0,-0.31578947368421073,0.875,-0.11627906976744186,-0.4454545454545409,0.10526315789473696,0.9411764705882358,1.3333333333333333,6
0.6750000000000006,-0.8800000000000001,1.4545454545454546,0.14285714285714232,0.6842105263157893,0.875,0.5348837209302325,0.8363636363636227,0.052631578947367315,0.3529411764705887,1.8000000000000007,6
-0.42500000000000043,-0.040000000000000036,-0.6666666666666667,-0.14285714285714296,-1.0526315789473684,-0.8125,-0.7441860465116279,-0.04545454545454087,1.105263157894737,0.7058823529411767,0.8000000000000007,7
0.07499999999999976,1.4,-0.09090909090909091,0.5714285714285712,0.2631578947368423,-0.3125,0.4883720930232558,0.2727272727272452,-0.5789473684210521,-0.4705882352941176,-0.1999999999999993,5
0.275,-0.6400000000000001,0.1515151515151515,0.14285714285714232,0.0,-0.375,0.023255813953488372,-1.0272727272727549,-0.5789473684210521,4.411764705882355,-0.39999999999999974,6
0.9750000000000005,-0.040000000000000036,0.5757575757575758,0.0,1.6842105263157892,0.875,2.0930232558139537,0.6818181818181634,-1.0526315789473697,-0.4117647058823528,-0.3333333333333333,5
-0.37500000000000017,1.4,-0.7575757575757577,0.14285714285714232,0.05263157894736846,-0.625,-0.6046511627906976,-0.536363636363673,0.15789473684210428,-0.05882352941176478,0.8000000000000007,6
-0.2250000000000002,-0.3600000000000001,0.21212121212121215,-0.5714285714285715,-0.6842105263157893,0.125,-0.09302325581395349,-0.5,-0.05263157894736965,-1.0588235294117652,-0.2666666666666669,6
1.8250000000000006,-0.56,0.9090909090909093,0.0,0.2631578947368423,0.0625,-0.09302325581395349,1.863636363636327,-0.7368421052631587,0.7058823529411767,-0.1999999999999993,6
-0.0750000000000002,1.04,-0.4848484848484849,0.0,-1.5789473684210524,-0.1875,-0.3488372093023256,0.054545454545459136,1.0526315789473673,-0.7058823529411767,-0.39999999999999974,5
0.5250000000000001,0.7799999999999998,-0.030303030303030335,0.5714285714285712,0.3684210526315785,0.0625,1.5348837209302326,0.4090909090909183,0.0,-0.4705882352941176,-0.4666666666666662,5
1.2250000000000005,-1.12,0.5151515151515151,0.28571428571428525,-1.0526315789473684,-0.625,-0.6744186046511628,0.22727272727270434,-1.210526315789474,1.4705882352941182,0.4666666666666674,7
1.2750000000000006,0.2799999999999998,-0.030303030303030335,0.7142857142857141,-0.15789473684210537,-0.1875,-0.32558139534883723,0.6363636363636226,-1.4210526315789478,-0.7058823529411767,-0.06666666666666643,6
-0.6250000000000003,0.0,0.090909090909091,-0.5714285714285715,0.47368421052631543,0.4375,1.0930232558139534,-0.8636363636363774,0.3684210526315782,-0.7647058823529416,-0.5333333333333327,4
-0.7750000000000002,0.56,-0.6666666666666667,0.0,-0.05263157894736846,0.9375,0.23255813953488372,0.3,1.3157894736842108,-0.23529411764705913,0.6000000000000002,6
-0.275,0.2799999999999998,-0.030303030303030335,0.8571428571428564,-0.15789473684210537,0.9375,2.0930232558139537,0.5,-0.5263157894736848,-0.5882352941176472,-0.4666666666666662,5
1.7750000000000008,-1.0,1.0606060606060608,0.14285714285714232,0.5263157894736838,-0.3125,-0.4418604651162791,-0.19090909090908173,-1.105263157894737,-1.0000000000000002,1.2666666666666668,7
-0.17500000000000035,0.16000000000000014,0.090909090909091,0.28571428571428525,-0.10526315789473692,0.0,0.9767441860465116,0.09090909090908174,-0.47368421052631515,0.17647058823529435,-0.1999999999999993,6
1.125,-1.12,0.2727272727272728,0.5714285714285712,-0.6315789473684208,-0.1875,-0.3953488372093023,0.05909090909089303,-0.47368421052631515,-0.17647058823529435,-0.06666666666666643,6
